Seniority,Home,Time,Age,Marital,Records,Job,Expenses,Income,Assets,Debt,Amount,Budget
20,owner,12,44,married,no_rec,fixed,90,110,15000,0,125,325
30,other,48,45,married,no_rec,fixed,45,220,0,0,600,900
15,owner,60,32,married,no_rec,others,90,90,5000,1800,1500,1816
4,owner,60,34,married,no_rec,freelance,45,214,7500,0,1300,1508
17,owner,48,44,married,no_rec,freelance,60,189,7000,0,1100,1294
4,parents,60,33,separated,no_rec,fixed,35,100,0,0,1300,1500
20,owner,48,42,married,no_rec,freelance,45,66,1,0,1200,1668
3,owner,48,14,single,no_rec,fixed,35,180,4000,0,800,1128
6,parents,60,21,married,no_rec,fixed,60,108,0,0,1200,1250
4,owner,60,25,married,no_rec,partime,45,150,4000,2800,1400,1763
5,rent,60,24,married,no_rec,fixed,56,105,0,0,1350,1396
8,parents,36,22,single,no_rec,partime,35,53,0,0,225,350
0,parents,48,35,married,no_rec,partime,90,113,3500,0,600,710
2,parents,60,17,single,no_rec,fixed,35,60,0,0,1175,1175
6,parents,60,24,single,no_rec,freelance,35,106,3500,0,1000,1183
1,rent,60,32,single,no_rec,fixed,45,100,0,0,1150,1555
6,rent,60,36,divorced,yes_rec,fixed,55,97,7000,5000,1900,2260
3,parents,48,21,single,no_rec,fixed,35,200,0,0,1400,1500
14,owner,60,38,married,no_rec,fixed,45,103,4000,0,950,1206
16,priv,48,29,married,no_rec,fixed,60,85,2000,0,800,1866
4,parents,36,23,single,no_rec,fixed,35,116,0,0,925,1350
6,owner,48,23,married,no_rec,fixed,45,114,3500,0,650,1255
15,rent,48,35,married,yes_rec,fixed,88,125,0,0,1100,1498
7,owner,36,29,married,no_rec,fixed,60,190,5000,0,600,848
1,owner,60,50,married,no_rec,others,45,129,3000,0,970,1264
10,owner,36,38,married,no_rec,freelance,75,292,8000,0,1800,2240
30,parents,60,51,married,no_rec,fixed,45,80,10000,0,1500,2040
6,parents,48,27,single,yes_rec,fixed,35,85,0,0,1100,1330
0,parents,36,16,single,no_rec,partime,35,130,2000,0,875,1075
15,rent,60,50,married,no_rec,freelance,74,140,0,0,1000,1204
0,owner,36,16,single,no_rec,fixed,45,206,4000,0,1500,1600
0,owner,48,56,widow,no_rec,others,35,35,4000,200,650,962
16,other,42,44,married,yes_rec,fixed,45,80,0,0,700,950
2,owner,60,19,single,no_rec,partime,35,120,3000,0,1400,1513
6,owner,60,20,married,no_rec,freelance,45,100,3500,2500,950,1177
1,rent,48,37,married,no_rec,freelance,76,160,0,0,1200,1326
27,owner,36,48,married,yes_rec,fixed,35,136,4000,0,350,1389
14,owner,48,46,married,no_rec,fixed,45,130,2000,0,1400,1700
2,rent,36,14,single,no_rec,fixed,48,128,0,0,1400,1650
30,owner,18,52,married,yes_rec,freelance,75,290,42,0,350,450
3,owner,60,44,married,no_rec,fixed,35,160,3000,0,900,975
1,parents,60,17,single,no_rec,fixed,35,80,3000,0,1500,1514
23,owner,60,44,married,no_rec,fixed,60,133,2000,0,1000,1755
3,parents,36,26,married,yes_rec,fixed,60,80,0,0,1450,1700
15,owner,60,32,married,no_rec,fixed,75,200,9000,2500,1400,1699
40,rent,36,54,married,no_rec,fixed,59,142,0,0,1000,1800
3,parents,60,24,single,no_rec,freelance,35,114,0,0,1500,2500
1,owner,60,41,married,yes_rec,fixed,75,209,11000,0,1800,2015
0,other,60,29,single,no_rec,fixed,35,140,3000,0,1550,1570
14,owner,60,54,married,no_rec,fixed,60,177,10000,0,1450,1456
10,parents,36,47,married,no_rec,fixed,60,150,0,0,550,612
1,owner,6,24,single,no_rec,freelance,35,107,2000,0,300,1298
0,parents,12,19,single,no_rec,freelance,35,85,0,0,240,240
0,other,48,27,single,no_rec,partime,35,182,0,0,800,907
0,rent,24,25,married,no_rec,partime,83,80,0,0,500,650
1,rent,36,23,married,yes_rec,fixed,47,122,0,0,950,1100
1,parents,48,14,single,no_rec,fixed,35,70,0,0,1000,1075
11,owner,60,21,married,no_rec,fixed,45,90,3000,0,900,931
1,parents,48,20,single,no_rec,freelance,35,280,6000,0,1100,1650
0,parents,60,26,married,no_rec,others,75,37,0,0,1500,2084
0,owner,60,20,married,no_rec,freelance,60,104,5500,1000,1100,1650
18,owner,60,46,married,no_rec,fixed,60,205,8000,0,1100,1350
0,rent,60,33,married,yes_rec,partime,75,159,0,0,1000,1235
15,owner,12,41,married,no_rec,freelance,45,265,7000,0,400,1127
9,owner,60,42,married,no_rec,fixed,60,55,9500,0,600,1164
6,parents,48,22,single,no_rec,fixed,35,113,4000,0,990,995
0,owner,60,51,married,no_rec,others,60,117,3000,0,1200,1347
3,parents,48,33,married,no_rec,partime,60,67,0,0,1000,1045
6,owner,36,31,married,no_rec,fixed,60,73,3500,0,475,675
7,owner,36,19,married,no_rec,fixed,60,112,3500,0,1100,1460
12,rent,36,50,married,no_rec,fixed,57,115,0,0,800,1250
16,owner,12,51,married,no_rec,freelance,45,65,17000,0,650,1665
0,other,60,35,married,no_rec,freelance,75,164,0,0,1200,1380
2,rent,60,40,married,no_rec,freelance,88,129,0,0,850,1044
18,owner,60,39,married,no_rec,fixed,60,110,4000,500,1300,1725
1,owner,60,28,married,no_rec,freelance,75,122,3500,2900,1400,1803
16,parents,36,40,single,no_rec,fixed,35,76,0,0,500,1210
12,owner,12,35,married,no_rec,fixed,75,390,8000,0,500,1732
20,owner,24,46,married,no_rec,fixed,75,130,10000,0,500,1238
1,rent,60,28,married,no_rec,fixed,91,161,0,0,1700,1770
4,owner,6,25,single,no_rec,fixed,35,300,10000,0,750,1436
11,owner,60,21,married,no_rec,fixed,35,70,5000,0,1050,1273
4,owner,30,42,married,no_rec,freelance,90,210,15000,0,1550,1578
1,parents,48,13,single,no_rec,partime,35,130,2500,600,1280,1285
0,other,36,21,single,yes_rec,partime,35,44,0,0,550,600
2,other,60,16,single,no_rec,fixed,35,86,0,0,1400,1600
14,owner,36,34,married,no_rec,fixed,60,167,5000,0,1350,1355
1,owner,24,55,married,no_rec,others,75,93,4000,0,400,1138
8,owner,24,25,married,yes_rec,fixed,35,340,1200,0,1000,1893
0,parents,36,18,single,no_rec,fixed,35,70,0,0,900,1210
12,rent,60,32,married,no_rec,freelance,84,92,0,0,1300,1850
10,parents,36,22,married,yes_rec,fixed,60,150,0,0,1000,1788
9,owner,60,28,married,no_rec,fixed,75,88,2500,0,1000,1386
21,owner,36,32,married,no_rec,fixed,75,300,7000,3500,1100,1876
10,priv,60,39,married,no_rec,freelance,60,70,15000,2880,1150,1297
15,rent,60,32,married,yes_rec,fixed,107,319,0,0,1800,2215
14,owner,48,24,married,no_rec,fixed,75,131,4000,0,980,2981
1,owner,60,42,separated,no_rec,fixed,35,48,5000,0,1200,1445
18,owner,24,56,married,no_rec,freelance,45,119,8000,0,1100,1340
2,other,48,24,single,no_rec,fixed,35,105,0,0,1600,2074
5,owner,36,53,married,no_rec,others,35,80,7000,0,750,1150
0,owner,60,27,married,yes_rec,fixed,35,75,4500,1000,900,1084
12,other,60,31,married,yes_rec,fixed,60,99,0,0,750,790
20,parents,24,35,single,no_rec,fixed,35,90,0,0,600,1105
0,parents,48,25,single,yes_rec,fixed,35,274,0,0,2000,2354
12,rent,60,32,married,yes_rec,fixed,86,110,0,0,700,950
8,rent,60,26,married,no_rec,fixed,66,211,0,0,1950,2276
3,owner,48,23,married,no_rec,fixed,35,177,4000,3000,1150,1638
7,owner,60,21,married,no_rec,fixed,35,132,5000,2400,650,900
1,owner,36,25,married,no_rec,fixed,45,120,3000,1100,1750,2245
1,owner,36,15,married,no_rec,freelance,45,110,11500,0,700,770
10,owner,60,31,married,no_rec,fixed,75,204,5000,0,1400,1460
4,other,60,20,single,no_rec,partime,35,92,0,0,1400,1661
25,owner,36,54,single,no_rec,freelance,35,19,5500,1500,425,1175
0,priv,48,36,married,no_rec,fixed,75,146,10000,0,1370,1623
5,rent,48,26,married,yes_rec,fixed,60,150,0,0,800,1707
8,owner,36,30,married,yes_rec,fixed,45,213,6000,0,1700,2450
6,parents,18,22,single,no_rec,freelance,35,140,0,0,600,2724
1,rent,60,20,married,no_rec,partime,42,73,0,0,1000,1050
6,rent,60,35,married,no_rec,fixed,54,92,0,0,1000,1155
5,rent,24,36,separated,no_rec,fixed,44,90,0,0,550,1319
11,owner,48,22,married,no_rec,fixed,35,140,4000,0,1500,1641
1,parents,48,35,married,no_rec,fixed,75,121,0,0,1320,1600
11,owner,36,27,married,no_rec,fixed,60,101,12000,2400,965,1265
8,parents,60,28,married,no_rec,freelance,75,160,0,0,1200,1506
0,owner,60,29,married,no_rec,partime,75,65,5000,0,1000,1142
37,owner,48,58,married,no_rec,fixed,60,150,3500,0,700,808
3,priv,48,23,married,no_rec,fixed,60,136,3500,2500,1000,1200
2,parents,60,18,single,yes_rec,fixed,35,80,0,0,1570,1671
4,owner,24,27,married,no_rec,partime,45,158,5500,0,500,1839
23,parents,60,32,single,no_rec,freelance,35,71,4500,0,1950,2336
15,owner,60,24,married,no_rec,fixed,45,110,4500,900,1300,1595
16,owner,60,27,married,no_rec,fixed,60,117,1100,80,1400,1833
2,parents,36,19,single,no_rec,fixed,35,60,0,0,450,750
2,owner,48,35,married,yes_rec,fixed,90,250,9000,7000,1250,1776
13,owner,60,23,married,no_rec,fixed,45,148,3500,144,1350,1496
1,parents,60,25,single,no_rec,fixed,35,113,0,0,930,955
0,other,60,22,married,yes_rec,fixed,75,122,0,0,1600,1786
12,owner,60,23,married,yes_rec,fixed,75,110,3500,1394,900,1082
10,owner,60,32,single,no_rec,fixed,35,92,3000,0,1500,1635
7,owner,36,19,married,no_rec,fixed,45,95,3000,0,1000,1597
8,other,60,24,married,no_rec,fixed,45,135,0,0,1400,1680
24,owner,36,34,married,no_rec,fixed,90,90,12000,4000,700,1693
0,parents,60,18,single,no_rec,partime,35,205,0,0,1400,1426
16,owner,6,36,married,no_rec,fixed,75,87,3000,0,200,625
1,priv,36,23,married,no_rec,fixed,60,110,4500,0,350,450
25,owner,48,42,married,no_rec,freelance,60,157,15000,0,1990,2460
3,owner,60,25,married,no_rec,fixed,45,95,3700,1250,1300,1665
12,owner,60,45,married,no_rec,fixed,60,100,8000,0,1050,1657
5,other,18,60,married,yes_rec,others,35,99,0,0,375,675
5,rent,60,42,single,yes_rec,fixed,46,106,8500,0,2500,2664
3,priv,18,18,single,no_rec,others,35,206,12000,0,450,1450
6,owner,48,46,married,no_rec,freelance,35,105,4000,0,1350,1595
13,owner,36,45,married,no_rec,fixed,45,139,1800,0,715,1683
20,owner,24,41,married,no_rec,freelance,35,40,17000,0,1000,1895
12,owner,36,33,married,no_rec,fixed,60,130,5000,0,700,950
6,parents,60,26,married,no_rec,fixed,45,199,0,0,1200,1700
4,other,36,49,married,no_rec,freelance,60,37,0,0,250,350
0,owner,60,20,married,no_rec,freelance,45,132,2500,0,1500,1812
16,rent,60,42,married,yes_rec,fixed,72,120,0,0,1150,1428
5,parents,60,18,single,no_rec,freelance,35,85,0,0,948,1148
8,priv,60,25,married,no_rec,fixed,75,100,2000,192,1400,1460
15,owner,48,46,married,no_rec,fixed,45,85,4000,0,600,1298
2,owner,60,18,married,no_rec,fixed,45,78,5000,6300,1075,1123
19,owner,36,42,married,no_rec,fixed,35,110,12000,1600,1400,1883
0,parents,60,33,married,no_rec,partime,90,86,5000,0,1600,1682
2,rent,24,54,married,no_rec,fixed,110,50,0,0,200,425
37,owner,60,47,married,no_rec,fixed,45,324,7000,0,1550,1590
19,parents,60,44,single,no_rec,fixed,35,90,0,0,1600,1636
11,owner,60,29,married,no_rec,fixed,35,100,3500,0,950,1241
10,owner,60,34,married,no_rec,freelance,60,171,39000,0,3000,3569
1,owner,48,37,separated,no_rec,freelance,75,310,3500,0,1300,1700
0,other,60,18,single,no_rec,partime,35,72,0,0,1000,1084
16,owner,36,38,married,no_rec,fixed,90,350,11000,0,600,2467
8,owner,60,46,married,no_rec,fixed,45,250,4000,0,1000,1250
16,parents,60,26,married,no_rec,fixed,45,160,0,0,1400,1850
3,rent,48,24,married,no_rec,fixed,85,100,0,0,1000,1191
3,parents,24,20,single,yes_rec,fixed,35,128,0,0,300,1397
2,rent,48,31,married,no_rec,fixed,85,95,0,0,1340,1771
4,owner,60,42,married,no_rec,freelance,75,232,13500,0,1900,1976
16,rent,60,31,single,yes_rec,fixed,47,120,5500,1700,1650,1852
2,parents,48,22,separated,no_rec,partime,35,125,0,0,870,1480
12,owner,54,30,married,no_rec,fixed,75,113,3000,600,1650,1800
10,rent,48,31,married,no_rec,fixed,80,200,0,0,978,1338
32,owner,36,48,married,no_rec,fixed,35,100,4000,0,475,550
4,owner,60,28,married,no_rec,fixed,75,123,6000,1000,600,1030
20,owner,36,42,married,no_rec,freelance,60,47,4000,0,800,1701
2,other,24,32,married,yes_rec,freelance,60,134,0,0,1000,1795
4,rent,36,27,married,no_rec,fixed,55,100,0,0,300,500
3,owner,18,61,married,no_rec,others,45,69,12000,0,500,1101
7,rent,60,26,married,no_rec,fixed,67,70,0,0,790,1072
15,owner,60,50,married,no_rec,freelance,60,144,6500,3650,1200,1710
10,owner,60,42,married,no_rec,freelance,60,85,15000,0,1500,1813
5,owner,24,38,married,no_rec,fixed,75,93,3000,0,700,1735
1,parents,48,22,single,no_rec,freelance,35,85,0,0,650,650
5,owner,24,33,married,no_rec,freelance,60,182,5000,0,1250,2724
11,owner,36,41,married,no_rec,fixed,45,120,5000,0,1075,1631
0,owner,48,47,married,yes_rec,others,90,245,3850,2432,1520,1670
11,owner,36,21,married,no_rec,fixed,45,137,6000,0,1000,1264
3,parents,36,21,married,no_rec,freelance,35,61,18000,0,800,1000
2,owner,48,52,married,yes_rec,fixed,45,200,15000,0,1300,2700
0,owner,60,31,married,yes_rec,freelance,75,239,6000,0,1650,1861
12,owner,60,22,married,no_rec,fixed,35,167,4000,0,1000,1537
2,parents,60,20,single,no_rec,fixed,35,110,0,0,860,959
16,owner,36,52,married,no_rec,fixed,60,154,4000,130,700,1090
6,owner,12,31,married,yes_rec,fixed,90,78,6000,2700,300,500
20,owner,60,46,married,no_rec,fixed,45,107,2000,0,1000,1536
6,owner,48,32,married,no_rec,freelance,45,189,15750,3000,2300,2936
1,other,48,23,married,yes_rec,fixed,60,129,0,0,1300,1608
3,owner,48,24,single,no_rec,fixed,35,76,4000,1500,800,1500
24,owner,48,43,married,no_rec,fixed,75,90,3000,0,400,975
14,parents,60,28,single,no_rec,fixed,35,60,0,0,1150,1192
10,owner,36,35,married,no_rec,freelance,90,17,9000,0,450,550
1,parents,36,19,single,no_rec,fixed,35,70,0,0,700,1067
7,rent,60,42,married,no_rec,fixed,53,80,0,0,1350,1612
15,owner,48,45,married,yes_rec,freelance,60,95,148,1,4000,6146
1,owner,12,17,married,no_rec,fixed,35,117,4000,0,275,450
15,other,60,27,married,no_rec,fixed,45,88,0,0,500,1131
3,owner,60,25,separated,no_rec,fixed,60,157,15000,0,1000,2010
20,owner,60,45,married,yes_rec,freelance,45,125,3000,0,1500,1600
3,owner,12,25,married,no_rec,fixed,60,296,4500,2000,200,1338
12,other,60,29,married,no_rec,fixed,60,113,1500,0,1050,1087
22,rent,60,35,married,no_rec,freelance,91,160,7000,0,1600,1700
5,owner,60,31,married,no_rec,fixed,75,141,4000,0,1300,1435
0,owner,60,31,married,no_rec,partime,90,113,4000,198,400,790
3,owner,48,43,married,no_rec,freelance,45,100,4000,0,1600,2600
2,priv,60,48,married,no_rec,fixed,75,85,7000,0,1050,1172
1,owner,60,26,married,no_rec,partime,45,160,4000,300,1200,1265
3,rent,60,20,married,no_rec,fixed,60,150,0,0,700,1030
7,rent,24,27,single,no_rec,freelance,67,320,0,0,2000,3400
4,owner,48,31,married,no_rec,fixed,75,210,4000,0,1800,2628
1,parents,60,18,single,no_rec,fixed,35,90,0,0,1100,1107
12,owner,60,47,married,no_rec,fixed,75,200,12000,0,1550,1568
22,owner,60,45,married,no_rec,fixed,90,210,16000,0,2100,2500
15,owner,60,34,separated,no_rec,freelance,45,54,7000,0,1500,2230
12,rent,60,31,married,no_rec,fixed,56,106,0,0,1200,1823
10,owner,48,50,widow,no_rec,fixed,35,189,9000,0,1200,1255
7,rent,60,51,married,no_rec,fixed,55,101,0,0,790,1106
4,ignore,18,32,married,no_rec,fixed,45,200,3000,0,400,1800
20,owner,48,50,married,no_rec,fixed,45,185,5000,0,1000,1383
3,parents,60,18,single,no_rec,fixed,35,63,0,0,800,1258
15,owner,48,32,married,yes_rec,freelance,45,178,30000,9500,2400,3120
12,owner,60,22,married,no_rec,fixed,60,118,6000,800,900,1200
3,owner,12,23,married,no_rec,fixed,35,120,8000,0,1000,2997
35,other,60,58,widow,no_rec,fixed,35,190,0,0,750,1138
3,rent,36,28,separated,yes_rec,freelance,45,82,0,0,375,870
5,owner,36,41,married,no_rec,freelance,60,100,4000,0,1100,1897
1,rent,60,31,married,yes_rec,partime,84,90,0,0,1100,1184
17,rent,48,32,married,no_rec,fixed,53,181,0,0,1050,1317
24,owner,60,37,married,no_rec,fixed,75,137,4000,0,900,1167
0,priv,60,27,married,no_rec,partime,75,160,6000,0,1200,1571
1,rent,60,34,married,yes_rec,fixed,130,250,0,0,1900,4063
20,rent,60,36,single,no_rec,freelance,50,148,4000,0,835,1356
6,owner,48,29,married,no_rec,freelance,60,125,4000,0,1150,1577
2,rent,48,26,married,no_rec,freelance,90,296,0,0,1450,2255
2,parents,60,21,single,no_rec,fixed,35,104,10000,0,1400,1490
11,parents,60,32,married,no_rec,fixed,75,100,0,0,1150,1230
2,priv,60,23,married,yes_rec,fixed,75,166,6000,0,1500,1599
8,owner,60,25,married,no_rec,partime,60,90,3000,500,1000,1339
8,owner,48,35,single,no_rec,freelance,35,82,5000,0,1200,1678
1,rent,36,20,married,no_rec,fixed,54,87,0,0,500,646
18,owner,42,33,married,no_rec,freelance,75,229,8000,0,1700,1850
2,rent,36,26,married,no_rec,fixed,45,102,0,0,350,750
3,parents,60,20,married,no_rec,fixed,35,70,0,0,1300,1332
20,priv,60,54,married,no_rec,freelance,35,81,18000,0,1200,1349
1,rent,60,32,single,no_rec,fixed,45,100,0,0,1150,1555
15,owner,24,59,married,yes_rec,freelance,75,500,29500,3500,800,1081
12,other,36,28,married,no_rec,fixed,45,267,0,0,1000,1696
3,owner,48,37,married,no_rec,fixed,45,150,20000,3000,1500,2163
0,rent,36,24,married,no_rec,partime,78,180,0,0,650,650
4,rent,60,37,divorced,yes_rec,fixed,70,350,0,0,2200,2441
15,owner,36,44,married,no_rec,fixed,75,113,8000,0,1050,1055
4,rent,48,21,single,no_rec,freelance,50,150,0,0,1100,1335
2,other,60,32,married,no_rec,fixed,75,122,0,0,1385,1385
2,rent,60,25,married,no_rec,fixed,92,170,0,0,1300,1525
2,owner,60,20,married,no_rec,freelance,45,200,6000,1500,1600,1866
5,owner,48,16,married,no_rec,fixed,45,100,3000,0,800,1310
21,rent,60,50,widow,no_rec,fixed,56,107,0,0,1100,1353
1,owner,48,23,married,no_rec,fixed,45,116,4000,1857,1100,1173
6,parents,60,17,single,yes_rec,fixed,35,100,0,0,1200,1496
1,priv,36,23,married,no_rec,freelance,45,81,6000,0,1000,1150
18,owner,36,44,married,no_rec,fixed,60,80,15000,0,800,1419
18,priv,60,44,married,no_rec,fixed,60,140,4000,0,1050,1097
4,parents,36,24,single,no_rec,fixed,35,47,0,0,400,450
0,owner,36,49,married,no_rec,partime,60,110,11500,0,1100,1759
24,owner,24,42,married,no_rec,fixed,75,136,4000,0,435,935
0,other,48,34,married,no_rec,fixed,60,85,0,0,1450,1594
6,rent,36,40,married,no_rec,freelance,90,177,0,0,600,1114
10,owner,24,58,married,no_rec,freelance,60,107,17000,0,800,1472
1,owner,60,44,married,no_rec,partime,105,88,2000,0,850,1149
23,owner,60,36,married,no_rec,fixed,75,140,3000,0,1450,1482
20,owner,60,46,married,no_rec,freelance,90,300,12500,2500,1340,1740
2,rent,36,22,separated,no_rec,fixed,48,128,0,0,450,545
8,owner,60,35,married,no_rec,fixed,60,90,4500,0,1100,1638
2,owner,60,20,married,no_rec,fixed,45,79,6000,2700,1300,1681
5,parents,24,20,single,no_rec,partime,35,111,0,0,750,1125
3,owner,24,24,married,no_rec,fixed,60,225,9000,0,600,980
1,owner,36,43,married,no_rec,others,45,45,32000,0,1500,2700
4,parents,36,21,single,yes_rec,freelance,35,65,3500,0,1300,1475
4,rent,6,23,married,no_rec,fixed,66,60,0,0,200,1566
1,rent,60,17,single,no_rec,fixed,46,113,0,0,1600,1989
12,owner,60,23,single,no_rec,fixed,35,126,15000,0,1350,1381
14,owner,60,44,married,no_rec,freelance,60,103,36000,0,1300,1648
6,parents,36,23,married,no_rec,fixed,75,83,7000,0,675,775
15,parents,36,34,single,no_rec,fixed,60,120,0,0,900,900
16,rent,24,35,married,no_rec,freelance,65,50,10000,5000,1400,1636
10,owner,30,21,married,no_rec,fixed,75,145,1434,0,300,1542
9,owner,48,42,married,no_rec,freelance,35,183,45000,1700,3000,3690
1,other,60,16,single,no_rec,partime,45,135,0,0,1100,1480
5,parents,48,15,single,no_rec,others,45,155,0,0,2500,3542
20,priv,36,41,married,no_rec,fixed,60,150,2000,0,910,1128
10,owner,60,28,married,no_rec,freelance,45,150,13000,0,1500,2738
6,rent,60,42,married,yes_rec,freelance,45,184,3000,0,1000,1000
6,owner,60,24,married,no_rec,fixed,60,125,5000,0,1500,1531
10,owner,60,32,single,yes_rec,others,35,37,78000,0,1250,1418
13,owner,60,26,married,no_rec,fixed,45,180,7500,1400,1200,1491
1,parents,60,20,married,no_rec,fixed,35,140,0,0,2000,2100
1,parents,60,19,single,no_rec,partime,35,115,0,0,1400,1420
3,rent,60,39,separated,yes_rec,fixed,60,150,0,0,1650,1772
2,parents,60,30,married,yes_rec,partime,75,130,0,0,1450,1480
5,owner,36,40,widow,no_rec,others,35,142,6000,0,800,850
47,owner,48,56,married,no_rec,fixed,35,110,5500,30,1200,1200
1,owner,48,22,married,no_rec,fixed,45,90,5000,0,350,1680
11,owner,60,28,married,no_rec,fixed,60,106,6000,0,1500,1702
1,parents,36,17,single,no_rec,fixed,35,80,8000,0,490,690
30,owner,30,56,married,no_rec,fixed,60,320,4000,0,700,1054
1,owner,60,40,married,no_rec,partime,105,112,2000,500,600,1332
5,owner,60,29,married,no_rec,fixed,60,233,6000,2000,1980,2126
27,owner,60,45,married,no_rec,fixed,75,135,5500,1000,600,1346
1,rent,60,19,married,no_rec,fixed,52,67,0,0,800,1137
5,rent,36,32,married,no_rec,fixed,74,138,0,0,900,1358
3,owner,60,21,married,no_rec,freelance,35,121,8000,3055,1400,1581
5,owner,6,26,married,no_rec,freelance,60,150,5000,0,300,1200
10,owner,36,25,married,no_rec,fixed,60,123,8000,2100,800,2200
1,owner,60,20,married,no_rec,partime,60,137,2700,1900,1150,1255
2,owner,36,22,widow,no_rec,fixed,35,135,8000,0,750,1296
28,rent,48,46,married,no_rec,fixed,112,373,15000,0,1300,2093
2,owner,36,55,married,no_rec,fixed,35,122,3000,0,825,900
2,rent,36,24,married,no_rec,fixed,85,100,0,0,2100,2300
18,owner,60,42,separated,no_rec,fixed,35,240,6500,0,1795,1795
12,parents,36,25,single,no_rec,fixed,35,59,0,0,600,1206
13,parents,60,22,married,no_rec,fixed,60,100,0,0,950,1152
18,owner,60,44,widow,no_rec,fixed,35,117,4000,0,1000,1057
1,parents,60,33,married,no_rec,partime,60,92,3500,0,1000,1025
14,owner,60,49,married,no_rec,fixed,60,90,5000,0,800,1517
9,parents,60,28,married,no_rec,fixed,45,221,3000,0,1600,2344
30,rent,60,49,married,no_rec,fixed,54,93,0,0,1000,1387
2,owner,36,53,widow,no_rec,others,35,52,4000,0,400,550
6,rent,36,44,married,yes_rec,freelance,113,380,0,0,1000,1337
26,priv,48,55,married,no_rec,fixed,45,134,4200,2000,700,2684
5,owner,60,34,single,yes_rec,freelance,75,72,42,0,1000,1042
7,owner,48,27,married,yes_rec,fixed,45,140,5500,0,550,1250
10,owner,24,41,married,no_rec,freelance,120,400,6000,2700,600,1080
15,owner,24,35,married,yes_rec,fixed,35,143,10000,0,3000,6468
25,owner,12,38,married,no_rec,freelance,75,250,100000,0,600,841
5,parents,36,22,single,no_rec,fixed,35,200,4000,0,600,1098
28,owner,36,41,married,no_rec,fixed,75,170,6000,0,750,800
1,owner,60,37,married,yes_rec,fixed,105,198,3500,250,1000,1245
8,owner,60,29,married,no_rec,fixed,60,177,6300,4000,1370,1375
10,owner,36,32,married,yes_rec,fixed,60,320,15000,1000,1000,2191
10,rent,48,42,single,no_rec,fixed,52,168,6000,0,850,1720
25,owner,60,36,married,yes_rec,fixed,45,114,5500,4500,1600,1665
1,priv,60,21,married,no_rec,fixed,45,137,5000,0,1350,1471
5,rent,48,28,married,yes_rec,freelance,60,53,0,0,2000,2652
3,rent,24,23,married,no_rec,fixed,80,198,0,0,100,560
13,priv,42,41,married,no_rec,fixed,60,75,3000,600,1200,1569
20,rent,60,49,married,no_rec,fixed,43,75,0,0,800,1263
2,owner,48,38,married,no_rec,partime,60,95,4000,1300,700,975
12,owner,48,30,married,no_rec,fixed,45,125,6000,0,350,1511
2,owner,36,22,married,no_rec,fixed,45,156,6000,0,700,1045
0,owner,36,37,married,no_rec,fixed,105,75,10000,0,400,725
27,owner,18,43,married,no_rec,freelance,35,70,5000,0,800,1578
12,owner,24,42,married,no_rec,fixed,60,135,2500,0,550,1061
1,rent,60,17,single,no_rec,fixed,45,95,0,0,1250,1571
20,rent,24,35,married,no_rec,fixed,87,117,0,0,350,350
5,owner,60,23,married,yes_rec,freelance,75,321,21500,0,2000,2700
3,owner,24,55,married,no_rec,freelance,90,50,16000,0,2750,2971
8,owner,36,40,married,yes_rec,freelance,45,314,18000,0,2800,2960
1,rent,48,25,single,no_rec,freelance,35,84,0,0,1300,1500
1,parents,36,24,single,no_rec,fixed,35,66,0,0,700,1018
19,owner,60,28,married,no_rec,fixed,75,200,10000,1620,1000,1671
15,owner,60,24,married,no_rec,fixed,45,42,15000,4800,1500,2519
2,parents,36,21,single,no_rec,freelance,35,66,0,0,750,865
16,other,30,39,married,no_rec,freelance,35,107,8000,0,1300,1634
0,rent,48,49,married,no_rec,freelance,135,254,0,0,2000,2476
0,owner,48,44,married,no_rec,freelance,105,280,20000,0,800,1137
16,owner,60,34,married,no_rec,fixed,60,148,3500,0,750,1346
30,owner,48,48,married,no_rec,freelance,45,341,38000,0,1600,2120
30,rent,60,45,married,no_rec,freelance,68,225,10000,0,1300,1500
15,owner,60,45,married,yes_rec,fixed,35,112,4000,0,1150,1400
12,owner,48,41,married,no_rec,fixed,60,130,6000,0,1480,1883
7,rent,36,28,separated,yes_rec,fixed,47,115,0,0,645,895
2,owner,48,28,married,no_rec,fixed,75,100,6500,2000,1000,1234
3,owner,60,34,married,no_rec,freelance,75,491,90000,0,4000,6700
5,parents,60,54,married,no_rec,others,35,140,5000,0,650,730
0,rent,48,47,married,no_rec,freelance,35,91,5000,0,800,1794
1,rent,36,41,married,no_rec,partime,82,72,0,0,850,1418
0,rent,12,18,married,no_rec,partime,43,80,0,0,200,1200
16,owner,60,27,married,yes_rec,fixed,75,143,4000,0,650,1017
11,owner,12,20,married,no_rec,fixed,45,124,2500,1000,800,1602
30,other,48,47,married,no_rec,freelance,90,300,12000,0,1700,1734
23,other,60,38,married,no_rec,fixed,60,155,0,0,1650,2270
2,parents,36,16,single,no_rec,fixed,35,50,0,0,500,900
21,rent,60,31,married,no_rec,fixed,83,80,0,0,1220,1505
6,rent,60,29,married,no_rec,fixed,86,110,0,0,800,2263
0,parents,60,18,single,no_rec,others,35,46,0,0,1340,1340
8,parents,60,17,single,no_rec,fixed,35,86,8000,0,1200,1214
14,parents,18,24,married,no_rec,fixed,45,162,0,0,600,2120
